prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
32,16384,128,2048,429.76706865671645
32,16384,128,4096,803.7220298507463
32,16384,128,8192,1553.4132537313433
32,16384,128,16384,3053.7284776119404
64,0,0,0,4.144595104477612
64,0,1,16,5.409098507462686
64,0,1,32,5.811435940298508
64,0,1,64,6.297141492537313
64,0,1,128,7.574483104477612
64,0,1,256,7.638674149253732
64,0,1,512,7.820535402985074
64,0,1,1024,8.1736663880597
64,0,1,2048,10.266154029850746
64,0,1,4096,13.946507462686569
64,0,1,8192,19.503385791044774
64,0,1,16384,31.271670447761192
64,0,2,16,5.42849623880597
64,0,2,32,5.841324895522388
64,0,2,64,6.335595940298507
64,0,2,128,7.64308728358209
64,0,2,256,7.797065552238807
64,0,2,512,8.768356298507463
64,0,2,1024,10.229845970149254
64,0,2,2048,13.863259701492536
64,0,2,4096,19.366297791044776
64,0,2,8192,31.305771940298506
64,0,2,16384,53.30183641791045
64,0,4,16,5.492486686567164
64,0,4,32,5.959075343283582
64,0,4,64,6.468250746268656
64,0,4,128,7.867555343283582
64,0,4,256,8.890519880597015
64,0,4,512,10.677036895522388
64,0,4,1024,14.006425791044776
64,0,4,2048,20.166619701492536
64,0,4,4096,31.708169552238804
64,0,4,8192,55.79244895522388
64,0,4,16384,101.08324298507462
64,0,8,16,5.638120119402985
64,0,8,32,6.170825552238806
64,0,8,64,6.688706865671642
64,0,8,128,9.108568835820895
64,0,8,256,10.8589783880597
64,0,8,512,14.323168477611938
64,0,8,1024,20.025258985074625
64,0,8,2048,32.19160835820896
64,0,8,4096,55.34311164179104
64,0,8,8192,101.54983164179104
64,0,8,16384,193.51152716417909
64,0,16,16,6.45767928358209
64,0,16,32,7.431116417910448
64,0,16,64,8.340563104477612
64,0,16,128,10.533690268656716
64,0,16,256,13.749721791044776
64,0,16,512,19.787832358208956
64,0,16,1024,31.757115223880593
64,0,16,2048,54.99226746268656
64,0,16,4096,100.6680071641791
64,0,16,8192,192.28989134328356
64,0,16,16384,374.52265074626865
64,0,32,16,7.743506149253731
64,0,32,32,9.934627343283582
64,0,32,64,11.866777791044775
64,0,32,128,15.302944477611941
64,0,32,256,21.35616
64,0,32,512,33.72577432835821
64,0,32,1024,56.43435940298507
64,0,32,2048,103.87976597014924
64,0,32,4096,195.71328
64,0,32,8192,383.3770029850746
64,0,32,16384,754.2347462686566
64,0,64,16,10.101524059701493
64,0,64,32,13.865205492537312
64,0,64,64,17.46624286567164
64,0,64,128,23.6820823880597
64,0,64,256,35.59573970149254
64,0,64,512,59.30169313432835
64,0,64,1024,106.0708871641791
64,0,64,2048,200.61306268656716
64,0,64,4096,389.7078447761194
64,0,64,8192,769.3798208955224
64,0,64,16384,1528.8682029850747
64,0,128,16,14.74668895522388
64,0,128,32,20.605325373134328
64,0,128,64,26.63707701492537
64,0,128,128,38.97660179104477
64,0,128,256,62.30342686567163
64,0,128,512,109.05155820895521
64,0,128,1024,201.9630805970149
64,0,128,2048,387.1923582089552
64,0,128,4096,761.4582447761194
64,0,128,8192,1510.5837850746268
64,0,128,16384,3010.239044776119
64,16,0,0,4.754410029850746
64,16,1,16,6.018973611940298
64,16,1,32,6.434149253731344
64,16,1,64,6.874860895522388
64,16,1,128,8.199402985074627
64,16,1,256,8.222872835820894
64,16,1,512,8.36830567164179
64,16,1,1024,8.852005253731344
64,16,1,2048,10.903912119402985
64,16,1,4096,14.513595223880598
64,16,1,8192,20.13873671641791
64,16,1,16384,31.770154029850744
64,16,2,16,6.0190538507462685
64,16,2,32,6.416958089552239
64,16,2,64,6.924147582089551
64,16,2,128,8.20796847761194
64,16,2,256,8.42814376119403
64,16,2,512,9.468179104477612
64,16,2,1024,10.908204895522388
64,16,2,2048,14.52643343283582
64,16,2,4096,19.974106746268657
64,16,2,8192,31.919999999999998
64,16,2,16384,54.14915820895522
64,16,4,16,6.0724728358208955
64,16,4,32,6.560324776119403
64,16,4,64,7.084544955223881
64,16,4,128,8.486056119402985
64,16,4,256,9.491588776119402
64,16,4,512,11.323159880597014
64,16,4,1024,14.473074626865673
64,16,4,2048,20.86850865671642
64,16,4,4096,32.283682388059695
64,16,4,8192,55.28754626865672
64,16,4,16384,102.35863880597014
64,16,8,16,6.239309373134328
64,16,8,32,6.757170626865671
64,16,8,64,7.330617313432835
64,16,8,128,9.739847641791044
64,16,8,256,11.293070328358208
64,16,8,512,14.9178583880597
64,16,8,1024,21.009528358208954
64,16,8,2048,32.865614328358205
64,16,8,4096,56.21610985074627
64,16,8,8192,101.74220417910448
64,16,8,16384,192.9486519402985
64,16,16,16,7.10153552238806
64,16,16,32,8.051623164179105
64,16,16,64,9.038038925373135
64,16,16,128,11.043006089552238
64,16,16,256,14.213963462686566
64,16,16,512,20.322884776119402
64,16,16,1024,32.36933731343284
64,16,16,2048,56.40005731343283
64,16,16,4096,101.5518376119403
64,16,16,8192,193.017256119403
64,16,16,16384,378.4403104477612
64,16,32,16,8.413179223880597
64,16,32,32,10.463140298507462
64,16,32,64,12.461547940298507
64,16,32,128,15.932217313432837
64,16,32,256,21.878314029850745
64,16,32,512,33.96970029850746
64,16,32,1024,57.29231283582089
64,16,32,2048,103.80053014925372
64,16,32,4096,197.06971701492537
64,16,32,8192,384.5745671641791
64,16,32,16384,758.7321313432835
